
Time	Session	Type	ReqestId	Status	Syntax	OID	Value
0.888	192.168.1.72	RESPONSE	1704282632	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.11637	6520
0.888	192.168.1.72	GETNEXT	1704282634	0(Success)		1.3.6.1.2.1.25.5.1.1.2.11637	
0.889	192.168.1.72	RESPONSE	1704282634	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.11656	66172
0.889	192.168.1.72	GETNEXT	1704282636	0(Success)		1.3.6.1.2.1.25.5.1.1.2.11656	
0.889	192.168.1.72	RESPONSE	1704282636	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.11997	42516
0.889	192.168.1.72	GETNEXT	1704282638	0(Success)		1.3.6.1.2.1.25.5.1.1.2.11997	
0.889	192.168.1.72	RESPONSE	1704282638	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.12570	39188
0.889	192.168.1.72	GETNEXT	1704282640	0(Success)		1.3.6.1.2.1.25.5.1.1.2.12570	
0.889	192.168.1.72	RESPONSE	1704282640	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.12861	0
0.889	192.168.1.72	GETNEXT	1704282642	0(Success)		1.3.6.1.2.1.25.5.1.1.2.12861	
0.889	192.168.1.72	RESPONSE	1704282642	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.13208	52556
0.889	192.168.1.72	GETNEXT	1704282644	0(Success)		1.3.6.1.2.1.25.5.1.1.2.13208	
0.89	192.168.1.72	RESPONSE	1704282644	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.13228	72916
0.89	192.168.1.72	GETNEXT	1704282646	0(Success)		1.3.6.1.2.1.25.5.1.1.2.13228	
0.89	192.168.1.72	RESPONSE	1704282646	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.13515	7416
0.89	192.168.1.72	GETNEXT	1704282648	0(Success)		1.3.6.1.2.1.25.5.1.1.2.13515	
0.89	192.168.1.72	RESPONSE	1704282648	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.13659	61372
0.89	192.168.1.72	GETNEXT	1704282650	0(Success)		1.3.6.1.2.1.25.5.1.1.2.13659	
0.89	192.168.1.72	RESPONSE	1704282650	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.13706	22976
0.89	192.168.1.72	GETNEXT	1704282652	0(Success)		1.3.6.1.2.1.25.5.1.1.2.13706	
0.891	192.168.1.72	RESPONSE	1704282652	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.13753	4384
0.891	192.168.1.72	GETNEXT	1704282654	0(Success)		1.3.6.1.2.1.25.5.1.1.2.13753	
0.891	192.168.1.72	RESPONSE	1704282654	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.13756	34312
0.891	192.168.1.72	GETNEXT	1704282656	0(Success)		1.3.6.1.2.1.25.5.1.1.2.13756	
0.891	192.168.1.72	RESPONSE	1704282656	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.13829	125956
0.891	192.168.1.72	GETNEXT	1704282658	0(Success)		1.3.6.1.2.1.25.5.1.1.2.13829	
0.891	192.168.1.72	RESPONSE	1704282658	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.14189	69868
0.891	192.168.1.72	GETNEXT	1704282660	0(Success)		1.3.6.1.2.1.25.5.1.1.2.14189	
0.891	192.168.1.72	RESPONSE	1704282660	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.15323	46408
0.891	192.168.1.72	GETNEXT	1704282662	0(Success)		1.3.6.1.2.1.25.5.1.1.2.15323	
0.892	192.168.1.72	RESPONSE	1704282662	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.16155	0
0.892	192.168.1.72	GETNEXT	1704282664	0(Success)		1.3.6.1.2.1.25.5.1.1.2.16155	
0.892	192.168.1.72	RESPONSE	1704282664	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.16597	0
0.892	192.168.1.72	GETNEXT	1704282666	0(Success)		1.3.6.1.2.1.25.5.1.1.2.16597	
0.892	192.168.1.72	RESPONSE	1704282666	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.17359	92464
0.892	192.168.1.72	GETNEXT	1704282668	0(Success)		1.3.6.1.2.1.25.5.1.1.2.17359	
0.892	192.168.1.72	RESPONSE	1704282668	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.21309	52580
0.892	192.168.1.72	GETNEXT	1704282670	0(Success)		1.3.6.1.2.1.25.5.1.1.2.21309	
0.892	192.168.1.72	RESPONSE	1704282670	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.21789	1636
0.892	192.168.1.72	GETNEXT	1704282672	0(Success)		1.3.6.1.2.1.25.5.1.1.2.21789	
0.893	192.168.1.72	RESPONSE	1704282672	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.21800	852
0.893	192.168.1.72	GETNEXT	1704282674	0(Success)		1.3.6.1.2.1.25.5.1.1.2.21800	
0.893	192.168.1.72	RESPONSE	1704282674	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.21988	2248
0.893	192.168.1.72	GETNEXT	1704282676	0(Success)		1.3.6.1.2.1.25.5.1.1.2.21988	
0.893	192.168.1.72	RESPONSE	1704282676	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.22495	2996
0.893	192.168.1.72	GETNEXT	1704282678	0(Success)		1.3.6.1.2.1.25.5.1.1.2.22495	
0.893	192.168.1.72	RESPONSE	1704282678	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.22615	4620
0.893	192.168.1.72	GETNEXT	1704282680	0(Success)		1.3.6.1.2.1.25.5.1.1.2.22615	
0.893	192.168.1.72	RESPONSE	1704282680	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.22668	0
0.893	192.168.1.72	GETNEXT	1704282682	0(Success)		1.3.6.1.2.1.25.5.1.1.2.22668	
0.894	192.168.1.72	RESPONSE	1704282682	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.23071	3720
0.894	192.168.1.72	GETNEXT	1704282684	0(Success)		1.3.6.1.2.1.25.5.1.1.2.23071	
0.894	192.168.1.72	RESPONSE	1704282684	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.23072	732
0.894	192.168.1.72	GETNEXT	1704282686	0(Success)		1.3.6.1.2.1.25.5.1.1.2.23072	
0.894	192.168.1.72	RESPONSE	1704282686	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.23393	126764
0.894	192.168.1.72	GETNEXT	1704282688	0(Success)		1.3.6.1.2.1.25.5.1.1.2.23393	
0.894	192.168.1.72	RESPONSE	1704282688	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.23575	1340
0.894	192.168.1.72	GETNEXT	1704282690	0(Success)		1.3.6.1.2.1.25.5.1.1.2.23575	
0.894	192.168.1.72	RESPONSE	1704282690	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.23652	0
0.894	192.168.1.72	GETNEXT	1704282692	0(Success)		1.3.6.1.2.1.25.5.1.1.2.23652	
0.895	192.168.1.72	RESPONSE	1704282692	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.23884	540
0.895	192.168.1.72	GETNEXT	1704282694	0(Success)		1.3.6.1.2.1.25.5.1.1.2.23884	
0.895	192.168.1.72	RESPONSE	1704282694	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.23887	324772
0.895	192.168.1.72	GETNEXT	1704282696	0(Success)		1.3.6.1.2.1.25.5.1.1.2.23887	
0.895	192.168.1.72	RESPONSE	1704282696	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.24277	209644
0.895	192.168.1.72	GETNEXT	1704282698	0(Success)		1.3.6.1.2.1.25.5.1.1.2.24277	
0.895	192.168.1.72	RESPONSE	1704282698	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.24907	1392
0.895	192.168.1.72	GETNEXT	1704282700	0(Success)		1.3.6.1.2.1.25.5.1.1.2.24907	
0.895	192.168.1.72	RESPONSE	1704282700	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.25095	0
0.895	192.168.1.72	GETNEXT	1704282702	0(Success)		1.3.6.1.2.1.25.5.1.1.2.25095	
0.896	192.168.1.72	RESPONSE	1704282702	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.25164	3108
0.896	192.168.1.72	GETNEXT	1704282704	0(Success)		1.3.6.1.2.1.25.5.1.1.2.25164	
0.896	192.168.1.72	RESPONSE	1704282704	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.25244	0
0.896	192.168.1.72	GETNEXT	1704282706	0(Success)		1.3.6.1.2.1.25.5.1.1.2.25244	
0.896	192.168.1.72	RESPONSE	1704282706	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.25245	1228
0.896	192.168.1.72	GETNEXT	1704282708	0(Success)		1.3.6.1.2.1.25.5.1.1.2.25245	
0.896	192.168.1.72	RESPONSE	1704282708	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.25246	0
0.896	192.168.1.72	GETNEXT	1704282710	0(Success)		1.3.6.1.2.1.25.5.1.1.2.25246	
0.896	192.168.1.72	RESPONSE	1704282710	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.25247	1184
0.896	192.168.1.72	GETNEXT	1704282712	0(Success)		1.3.6.1.2.1.25.5.1.1.2.25247	
0.897	192.168.1.72	RESPONSE	1704282712	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.25248	0
0.897	192.168.1.72	GETNEXT	1704282714	0(Success)		1.3.6.1.2.1.25.5.1.1.2.25248	
0.897	192.168.1.72	RESPONSE	1704282714	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.25251	0
0.897	192.168.1.72	GETNEXT	1704282716	0(Success)		1.3.6.1.2.1.25.5.1.1.2.25251	
0.897	192.168.1.72	RESPONSE	1704282716	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.25252	0
0.897	192.168.1.72	GETNEXT	1704282718	0(Success)		1.3.6.1.2.1.25.5.1.1.2.25252	
0.897	192.168.1.72	RESPONSE	1704282718	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.25253	0
0.897	192.168.1.72	GETNEXT	1704282720	0(Success)		1.3.6.1.2.1.25.5.1.1.2.25253	
0.898	192.168.1.72	RESPONSE	1704282720	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.25254	0
0.898	192.168.1.72	GETNEXT	1704282722	0(Success)		1.3.6.1.2.1.25.5.1.1.2.25254	
0.898	192.168.1.72	RESPONSE	1704282722	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.25255	0
0.898	192.168.1.72	GETNEXT	1704282724	0(Success)		1.3.6.1.2.1.25.5.1.1.2.25255	
0.899	192.168.1.72	RESPONSE	1704282724	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.25256	0
0.899	192.168.1.72	GETNEXT	1704282726	0(Success)		1.3.6.1.2.1.25.5.1.1.2.25256	
0.899	192.168.1.72	RESPONSE	1704282726	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.25319	74552
0.899	192.168.1.72	GETNEXT	1704282728	0(Success)		1.3.6.1.2.1.25.5.1.1.2.25319	
0.9	192.168.1.72	RESPONSE	1704282728	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.25327	4936
0.9	192.168.1.72	GETNEXT	1704282730	0(Success)		1.3.6.1.2.1.25.5.1.1.2.25327	
0.9	192.168.1.72	RESPONSE	1704282730	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.25684	6148
0.9	192.168.1.72	GETNEXT	1704282732	0(Success)		1.3.6.1.2.1.25.5.1.1.2.25684	
0.901	192.168.1.72	RESPONSE	1704282732	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.26002	69416
0.901	192.168.1.72	GETNEXT	1704282734	0(Success)		1.3.6.1.2.1.25.5.1.1.2.26002	
0.901	192.168.1.72	RESPONSE	1704282734	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.26753	1308
0.901	192.168.1.72	GETNEXT	1704282736	0(Success)		1.3.6.1.2.1.25.5.1.1.2.26753	
0.902	192.168.1.72	RESPONSE	1704282736	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27017	0
0.902	192.168.1.72	GETNEXT	1704282738	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27017	
0.902	192.168.1.72	RESPONSE	1704282738	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27043	57476
0.902	192.168.1.72	GETNEXT	1704282740	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27043	
0.903	192.168.1.72	RESPONSE	1704282740	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27194	0
0.903	192.168.1.72	GETNEXT	1704282742	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27194	
0.903	192.168.1.72	RESPONSE	1704282742	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27291	53856
0.903	192.168.1.72	GETNEXT	1704282744	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27291	
0.903	192.168.1.72	RESPONSE	1704282744	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27318	76964
0.903	192.168.1.72	GETNEXT	1704282746	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27318	
0.904	192.168.1.72	RESPONSE	1704282746	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27388	0
0.904	192.168.1.72	GETNEXT	1704282748	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27388	
0.904	192.168.1.72	RESPONSE	1704282748	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27402	311188
0.904	192.168.1.72	GETNEXT	1704282750	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27402	
0.905	192.168.1.72	RESPONSE	1704282750	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27408	5964
0.905	192.168.1.72	GETNEXT	1704282752	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27408	
0.905	192.168.1.72	RESPONSE	1704282752	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27409	312
0.905	192.168.1.72	GETNEXT	1704282754	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27409	
0.906	192.168.1.72	RESPONSE	1704282754	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27410	17596
0.906	192.168.1.72	GETNEXT	1704282756	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27410	
0.906	192.168.1.72	RESPONSE	1704282756	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27414	3412
0.906	192.168.1.72	GETNEXT	1704282758	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27414	
0.907	192.168.1.72	RESPONSE	1704282758	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27415	8796
0.907	192.168.1.72	GETNEXT	1704282760	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27415	
0.907	192.168.1.72	RESPONSE	1704282760	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27426	7848
0.907	192.168.1.72	GETNEXT	1704282762	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27426	
0.907	192.168.1.72	RESPONSE	1704282762	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27429	1560
0.907	192.168.1.72	GETNEXT	1704282764	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27429	
0.908	192.168.1.72	RESPONSE	1704282764	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27430	1320
0.908	192.168.1.72	GETNEXT	1704282766	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27430	
0.908	192.168.1.72	RESPONSE	1704282766	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27431	2668
0.908	192.168.1.72	GETNEXT	1704282768	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27431	
0.908	192.168.1.72	RESPONSE	1704282768	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27432	1552
0.909	192.168.1.72	GETNEXT	1704282770	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27432	
0.909	192.168.1.72	RESPONSE	1704282770	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27452	46128
0.909	192.168.1.72	GETNEXT	1704282772	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27452	
0.909	192.168.1.72	RESPONSE	1704282772	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27458	46720
0.909	192.168.1.72	GETNEXT	1704282774	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27458	
0.91	192.168.1.72	RESPONSE	1704282774	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27464	48916
0.91	192.168.1.72	GETNEXT	1704282776	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27464	
0.91	192.168.1.72	RESPONSE	1704282776	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27470	52288
0.91	192.168.1.72	GETNEXT	1704282778	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27470	
0.91	192.168.1.72	RESPONSE	1704282778	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27481	32652
0.91	192.168.1.72	GETNEXT	1704282780	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27481	
0.911	192.168.1.72	RESPONSE	1704282780	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27498	41196
0.911	192.168.1.72	GETNEXT	1704282782	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27498	
0.912	192.168.1.72	RESPONSE	1704282782	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27517	30456
0.912	192.168.1.72	GETNEXT	1704282784	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27517	
0.912	192.168.1.72	RESPONSE	1704282784	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27534	39676
0.912	192.168.1.72	GETNEXT	1704282786	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27534	
0.913	192.168.1.72	RESPONSE	1704282786	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27540	47308
0.913	192.168.1.72	GETNEXT	1704282788	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27540	
0.913	192.168.1.72	RESPONSE	1704282788	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27546	35112
0.913	192.168.1.72	GETNEXT	1704282790	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27546	
0.914	192.168.1.72	RESPONSE	1704282790	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27569	640960
0.914	192.168.1.72	GETNEXT	1704282792	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27569	
0.914	192.168.1.72	RESPONSE	1704282792	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27581	537688
0.914	192.168.1.72	GETNEXT	1704282794	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27581	
0.915	192.168.1.72	RESPONSE	1704282794	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27585	4496
0.915	192.168.1.72	GETNEXT	1704282796	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27585	
0.915	192.168.1.72	RESPONSE	1704282796	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27596	48480
0.915	192.168.1.72	GETNEXT	1704282798	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27596	
0.916	192.168.1.72	RESPONSE	1704282798	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27613	37980
0.916	192.168.1.72	GETNEXT	1704282800	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27613	
0.916	192.168.1.72	RESPONSE	1704282800	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27619	48308
0.917	192.168.1.72	GETNEXT	1704282802	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27619	
0.917	192.168.1.72	RESPONSE	1704282802	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27637	46768
0.917	192.168.1.72	GETNEXT	1704282804	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27637	
0.918	192.168.1.72	RESPONSE	1704282804	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27664	29164
0.918	192.168.1.72	GETNEXT	1704282806	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27664	
0.918	192.168.1.72	RESPONSE	1704282806	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27687	78268
0.918	192.168.1.72	GETNEXT	1704282808	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27687	
0.919	192.168.1.72	RESPONSE	1704282808	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27705	36232
0.919	192.168.1.72	GETNEXT	1704282810	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27705	
0.919	192.168.1.72	RESPONSE	1704282810	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27713	58984
0.919	192.168.1.72	GETNEXT	1704282812	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27713	
0.92	192.168.1.72	RESPONSE	1704282812	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27739	150932
0.92	192.168.1.72	GETNEXT	1704282814	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27739	
0.92	192.168.1.72	RESPONSE	1704282814	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27754	255920
0.92	192.168.1.72	GETNEXT	1704282816	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27754	
0.921	192.168.1.72	RESPONSE	1704282816	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27760	61612
0.921	192.168.1.72	GETNEXT	1704282818	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27760	
0.921	192.168.1.72	RESPONSE	1704282818	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27766	35928
0.921	192.168.1.72	GETNEXT	1704282820	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27766	
0.922	192.168.1.72	RESPONSE	1704282820	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27775	46072
0.922	192.168.1.72	GETNEXT	1704282822	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27775	
0.922	192.168.1.72	RESPONSE	1704282822	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27831	36388
0.922	192.168.1.72	GETNEXT	1704282824	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27831	
0.923	192.168.1.72	RESPONSE	1704282824	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27847	61404
0.923	192.168.1.72	GETNEXT	1704282826	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27847	
0.923	192.168.1.72	RESPONSE	1704282826	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27866	57520
0.923	192.168.1.72	GETNEXT	1704282828	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27866	
0.924	192.168.1.72	RESPONSE	1704282828	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27872	100192
0.924	192.168.1.72	GETNEXT	1704282830	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27872	
0.924	192.168.1.72	RESPONSE	1704282830	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27900	94692
0.924	192.168.1.72	GETNEXT	1704282832	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27900	
0.925	192.168.1.72	RESPONSE	1704282832	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27924	55584
0.925	192.168.1.72	GETNEXT	1704282834	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27924	
0.925	192.168.1.72	RESPONSE	1704282834	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27943	124044
0.926	192.168.1.72	GETNEXT	1704282836	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27943	
0.926	192.168.1.72	RESPONSE	1704282836	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27974	70044
0.926	192.168.1.72	GETNEXT	1704282838	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27974	
0.926	192.168.1.72	RESPONSE	1704282838	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27978	51884
0.926	192.168.1.72	GETNEXT	1704282840	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27978	
0.927	192.168.1.72	RESPONSE	1704282840	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27992	64244
0.927	192.168.1.72	GETNEXT	1704282842	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27992	
0.927	192.168.1.72	RESPONSE	1704282842	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.27999	60272
0.927	192.168.1.72	GETNEXT	1704282844	0(Success)		1.3.6.1.2.1.25.5.1.1.2.27999	
0.928	192.168.1.72	RESPONSE	1704282844	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.28014	48868
0.928	192.168.1.72	GETNEXT	1704282846	0(Success)		1.3.6.1.2.1.25.5.1.1.2.28014	
0.928	192.168.1.72	RESPONSE	1704282846	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.28027	35356
0.929	192.168.1.72	GETNEXT	1704282848	0(Success)		1.3.6.1.2.1.25.5.1.1.2.28027	
0.929	192.168.1.72	RESPONSE	1704282848	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.28034	43080
0.929	192.168.1.72	GETNEXT	1704282850	0(Success)		1.3.6.1.2.1.25.5.1.1.2.28034	
0.93	192.168.1.72	RESPONSE	1704282850	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.28042	35392
0.93	192.168.1.72	GETNEXT	1704282852	0(Success)		1.3.6.1.2.1.25.5.1.1.2.28042	
0.93	192.168.1.72	RESPONSE	1704282852	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.28121	35312
0.93	192.168.1.72	GETNEXT	1704282854	0(Success)		1.3.6.1.2.1.25.5.1.1.2.28121	
0.931	192.168.1.72	RESPONSE	1704282854	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.28149	32940
0.931	192.168.1.72	GETNEXT	1704282856	0(Success)		1.3.6.1.2.1.25.5.1.1.2.28149	
0.931	192.168.1.72	RESPONSE	1704282856	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.28242	43516
0.931	192.168.1.72	GETNEXT	1704282858	0(Success)		1.3.6.1.2.1.25.5.1.1.2.28242	
0.932	192.168.1.72	RESPONSE	1704282858	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.28275	30976
0.932	192.168.1.72	GETNEXT	1704282860	0(Success)		1.3.6.1.2.1.25.5.1.1.2.28275	
0.932	192.168.1.72	RESPONSE	1704282860	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.28286	60400
0.932	192.168.1.72	GETNEXT	1704282862	0(Success)		1.3.6.1.2.1.25.5.1.1.2.28286	
0.933	192.168.1.72	RESPONSE	1704282862	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.28297	40028
0.933	192.168.1.72	GETNEXT	1704282864	0(Success)		1.3.6.1.2.1.25.5.1.1.2.28297	
0.933	192.168.1.72	RESPONSE	1704282864	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.28314	70468
0.933	192.168.1.72	GETNEXT	1704282866	0(Success)		1.3.6.1.2.1.25.5.1.1.2.28314	
0.934	192.168.1.72	RESPONSE	1704282866	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.28323	66004
